訂單編號,日期,門市,城市,產品,類別,單價,數量,金額,付款方式,會員編號
ORD-21478,2026-05-07,信義旗艦店,台北,蜂蜜柚子茶,非咖啡飲品,95,1,95,LINE Pay,
ORD-16884,2026-03-17,竹北高鐵店,新竹,抹茶拿鐵,非咖啡飲品,120,1,120,信用卡,M0005
ORD-25695,2026-06-23,公館店,台北,蜂蜜柚子茶,非咖啡飲品,95,3,285,LINE Pay,M0066
ORD-11124,2026-01-12,高雄夢時代店,高雄,蜂蜜柚子茶,非咖啡飲品,95,2,190,行動支付,
ORD-24191,2026-06-06,竹北高鐵店,新竹,美式咖啡,咖啡,75,1,75,信用卡,M0032
ORD-19360,2026-04-13,公館店,台北,拿鐵,咖啡,110,2,220,行動支付,M0251
ORD-11720,2026-01-19,高雄夢時代店,高雄,蜂蜜柚子茶,非咖啡飲品,95,1,95,信用卡,
ORD-18702,2026-04-05,高雄夢時代店,高雄,冷萃咖啡,咖啡,140,2,280,信用卡,M0278
ORD-23304,2026-05-27,公館店,台北,拿鐵,咖啡,110,2,220,信用卡,M0350
ORD-24090,2026-06-05,板橋車站店,新北,拿鐵,咖啡,110,1,110,信用卡,M0278
ORD-15040,2026-02-25,竹北高鐵店,新竹,拿鐵,咖啡,110,3,330,行動支付,M0433
ORD-11074,2026-01-12,公館店,臺北,美式咖啡,咖啡,75,2,150,信用卡,
ORD-21082,2026-05-02,竹北高鐵店,新竹,可頌,甜點,65,1,65,信用卡,M0059
ORD-23358,2026-05-27,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,LINE Pay,M0024
ORD-26270,2026-06-29,竹北高鐵店,新竹,美式咖啡,咖啡,75,1,75,行動支付,M0220
ORD-22242,2026-05-15,高雄夢時代店,高雄,卡布奇諾,咖啡,110,1,110,行動支付,
ORD-11161,2026-01-13,公館店,台北,焦糖瑪奇朵,咖啡,130,2,260,信用卡,
ORD-24847,2026-06-13,高雄夢時代店,高雄市,肉桂捲,甜點,85,2,170,信用卡,
ORD-16141,2026-03-09,公館店,台北,焦糖瑪奇朵,咖啡,130,2,260,信用卡,
ORD-14840,2026-02-22,高雄夢時代店,高雄,焦糖瑪奇朵,咖啡,130,2,260,現金,
ORD-24082,2026-06-05,板橋車站店,新北,美式咖啡,咖啡,75,1,75,信用卡,
ORD-19986,2026-04-20,信義旗艦店,臺北,肉桂捲,甜點,85,1,85,LINE Pay,
ORD-10902,2026-01-10,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,信用卡,M0376
ORD-22969,2026-05-23,台中西屯店,台中,抹茶拿鐵,非咖啡飲品,120,2,240,信用卡,M0359
ORD-16896,2026-03-17,台中西屯店,台中,美式咖啡,咖啡,75,1,75,現金,M0345
ORD-19000,2026-04-09,台中西屯店,台中,焦糖瑪奇朵,咖啡,130,1,130,LINE Pay,M0100
ORD-21674,2026-05-09,公館店,台北,肉桂捲,甜點,85,1,85,行動支付,
ORD-22235,2026-05-15,台中西屯店,台中,抹茶拿鐵,非咖啡飲品,120,1,120,LINE Pay,M0357
ORD-24668,2026-06-11,台中西屯店,台中,冷萃咖啡,咖啡,140,2,280,行動支付,M0275
ORD-14311,2026-02-16,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,現金,M0428
ORD-15770,2026-03-05,信義旗艦店,臺北,美式咖啡,咖啡,75,3,225,現金,
ORD-24023,2026-06-04,台中西屯店,台中,肉桂捲,甜點,85,1,85,現金,
ORD-19736,2026-04-17,高雄夢時代店,高雄,美式咖啡,咖啡,75,2,150,行動支付,
ORD-16183,2026-03-09,高雄夢時代店,高雄,巴斯克起司蛋糕,甜點,120,1,120,行動支付,M0397
ORD-23457,2026-05-29,信義旗艦店,台北,拿鐵,咖啡,110,2,220,信用卡,M0253
ORD-19460,2026-04-14,竹北高鐵店,新竹,冷萃咖啡,咖啡,140,1,140,行動支付,M0315
ORD-22019,2026-05-13,信義旗艦店,台北,拿鐵,咖啡,110,1,110,LINE Pay,M0233
ORD-25790,2026-06-24,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,信用卡,M0300
ORD-10876,2026-01-10,竹北高鐵店,新竹,抹茶拿鐵,非咖啡飲品,120,2,240,信用卡,
ORD-10419,2026-01-05,竹北高鐵店,新竹,美式咖啡,咖啡,75,1,75,信用卡,
ORD-25021,2026-06-15,台中西屯店,台中,卡布奇諾,咖啡,110,1,110,LINE Pay,
ORD-25578,2026-06-21,高雄夢時代店,高雄,肉桂捲,甜點,85,1,85,現金,
ORD-12842,2026-01-31,高雄夢時代店,高雄,可頌,甜點,65,1,65,行動支付,M0480
ORD-11458,2026-01-17,信義旗艦店,臺北,美式咖啡,咖啡,75,1,75,信用卡,
ORD-12002,2026-01-23,信義旗艦店,台北,可頌,甜點,65,1,65,行動支付,
ORD-17689,2026-03-26,板橋車站店,新北,冷萃咖啡,咖啡,140,1,140,現金,
ORD-12619,2026-01-29,高雄夢時代店,高雄,可頌,甜點,65,2,130,信用卡,
ORD-15156,2026-02-26,高雄夢時代店,高雄市,美式咖啡,咖啡,75,1,75,信用卡,
ORD-13250,2026-02-05,竹北高鐵店,新竹,焦糖瑪奇朵,咖啡,130,1,130,現金,
ORD-22387,2026-05-17,公館店,台北,肉桂捲,甜點,85,2,170,信用卡,M0052
ORD-16197,2026-03-10,信義旗艦店,台北,拿鐵,咖啡,110,3,330,現金,M0397
ORD-10549,2026-01-07,信義旗艦店,台北,抹茶拿鐵,非咖啡飲品,120,1,120,信用卡,M0342
ORD-21929,2026-05-11,高雄夢時代店,高雄,拿鐵,咖啡,110,3,330,LINE Pay,
ORD-19290,2026-04-12,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,LINE Pay,M0194
ORD-10865,2026-01-10,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,行動支付,
ORD-18522,2026-04-04,公館店,台北,美式咖啡,咖啡,75,1,75,現金,
ORD-10079,2026-01-02,信義旗艦店,台北,卡布奇諾,咖啡,110,3,330,行動支付,
ORD-19679,2026-04-17,信義旗艦店,台北,焦糖瑪奇朵,咖啡,130,1,130,信用卡,M0117
ORD-24637,2026-06-11,公館店,台北,冷萃咖啡,咖啡,140,1,140,行動支付,M0254
ORD-22868,2026-05-22,台中西屯店,台中,肉桂捲,甜點,85,1,85,現金,
ORD-25480,2026-06-20,高雄夢時代店,高雄,冷萃咖啡,咖啡,140,2,280,行動支付,
ORD-17000,2026-03-19,信義旗艦店,台北,抹茶拿鐵,非咖啡飲品,120,1,120,信用卡,M0355
ORD-11855,2026-01-21,板橋車站店,新北,拿鐵,咖啡,110,1,110,現金,M0038
ORD-10467,2026-01-06,信義旗艦店,台北,拿鐵,咖啡,110,1,110,信用卡,
ORD-21024,2026-05-02,信義旗艦店,台北,拿鐵,咖啡,110,3,330,LINE Pay,
ORD-23482,2026-05-29,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,信用卡,M0405
ORD-18110,2026-03-30,竹北高鐵店,新竹,焦糖瑪奇朵,咖啡,130,2,260,信用卡,M0055
ORD-19024,2026-04-09,高雄夢時代店,高雄市,卡布奇諾,咖啡,110,1,110,信用卡,
ORD-14675,2026-02-21,公館店,臺北,卡布奇諾,咖啡,110,2,220,現金,
ORD-24325,2026-06-07,台中西屯店,台中,卡布奇諾,咖啡,110,1,110,信用卡,M0472
ORD-16676,2026-03-15,公館店,台北,焦糖瑪奇朵,咖啡,130,1,130,信用卡,M0294
ORD-26314,2026-06-30,信義旗艦店,台北,美式咖啡,咖啡,75,2,150,LINE Pay,
ORD-20623,2026-04-27,公館店,台北,拿鐵,咖啡,110,1,110,信用卡,M0225
ORD-20912,2026-04-30,高雄夢時代店,高雄,可頌,甜點,65,1,65,LINE Pay,M0183
ORD-23152,2026-05-25,公館店,台北,肉桂捲,甜點,85,1,85,信用卡,M0141
ORD-21085,2026-05-02,竹北高鐵店,新竹,冷萃咖啡,咖啡,140,1,140,信用卡,M0265
ORD-19499,2026-04-15,信義旗艦店,台北,美式咖啡,咖啡,75,1,75,現金,
ORD-21860,2026-05-10,高雄夢時代店,高雄,抹茶拿鐵,非咖啡飲品,120,1,120,信用卡,M0237
ORD-20701,2026-04-28,信義旗艦店,台北,巴斯克起司蛋糕,甜點,120,2,240,信用卡,M0259
ORD-14564,2026-02-19,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,LINE Pay,
ORD-23165,2026-05-25,竹北高鐵店,新竹,卡布奇諾,咖啡,110,1,110,行動支付,
ORD-24458,2026-06-09,信義旗艦店,台北,焦糖瑪奇朵,咖啡,130,1,130,信用卡,
ORD-16602,2026-03-14,竹北高鐵店,新竹,美式咖啡,咖啡,75,1,75,行動支付,
ORD-19840,2026-04-18,高雄夢時代店,高雄,冷萃咖啡,咖啡,140,1,140,信用卡,M0324
ORD-16467,2026-03-13,公館店,臺北,美式咖啡,咖啡,75,2,150,LINE Pay,M0183
ORD-15715,2026-03-04,竹北高鐵店,新竹,冷萃咖啡,咖啡,140,2,280,信用卡,
ORD-17239,2026-03-21,竹北高鐵店,新竹,拿鐵,咖啡,110,2,220,LINE Pay,
ORD-19544,2026-04-15,台中西屯店,台中,抹茶拿鐵,非咖啡飲品,120,2,240,LINE Pay,
ORD-23734,2026-06-01,信義旗艦店,臺北,抹茶拿鐵,非咖啡飲品,120,1,120,信用卡,M0468
ORD-17538,2026-03-24,高雄夢時代店,高雄,蜂蜜柚子茶,非咖啡飲品,95,3,285,LINE Pay,
ORD-21015,2026-05-01,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,行動支付,M0182
ORD-17481,2026-03-24,信義旗艦店,臺北,卡布奇諾,咖啡,110,1,110,行動支付,
ORD-20260,2026-04-23,竹北高鐵店,新竹,肉桂捲,甜點,85,2,170,行動支付,
ORD-23465,2026-05-29,公館店,台北,美式咖啡,咖啡,75,1,75,LINE Pay,M0308
ORD-15560,2026-03-02,高雄夢時代店,高雄,可頌,甜點,65,1,65,LINE Pay,
ORD-17741,2026-03-26,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,行動支付,
ORD-17979,2026-03-29,公館店,台北,焦糖瑪奇朵,咖啡,130,2,260,信用卡,
ORD-16716,2026-03-15,台中西屯店,台中,美式咖啡,咖啡,75,1,75,信用卡,
ORD-21171,2026-05-03,竹北高鐵店,新竹,冷萃咖啡,咖啡,140,2,280,信用卡,
ORD-18238,2026-03-31,高雄夢時代店,高雄,抹茶拿鐵,非咖啡飲品,120,1,120,現金,M0365
ORD-15508,2026-03-02,板橋車站店,新北,拿鐵,咖啡,110,1,110,現金,M0165
ORD-14490,2026-02-19,信義旗艦店,台北,可頌,甜點,65,2,130,信用卡,
ORD-21740,2026-05-09,高雄夢時代店,高雄市,焦糖瑪奇朵,咖啡,130,1,130,行動支付,M0073
ORD-15390,2026-03-01,公館店,臺北,抹茶拿鐵,非咖啡飲品,120,1,120,信用卡,M0215
ORD-14993,2026-02-24,高雄夢時代店,高雄,肉桂捲,甜點,85,2,170,信用卡,
ORD-18200,2026-03-31,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,信用卡,
ORD-14454,2026-02-18,台中西屯店,台中,拿鐵,咖啡,110,1,110,現金,
ORD-25269,2026-06-18,台中西屯店,台中,肉桂捲,甜點,85,1,85,現金,
ORD-14211,2026-02-15,台中西屯店,台中,卡布奇諾,咖啡,110,1,110,行動支付,M0027
ORD-25685,2026/06/23,信義旗艦店,台北,肉桂捲,甜點,85,1,85,信用卡,
ORD-22972,2026-05-23,台中西屯店,台中,拿鐵,咖啡,110,1,110,行動支付,M0271
ORD-19956,2026-04-19,高雄夢時代店,高雄市,巴斯克起司蛋糕,甜點,120,1,120,行動支付,M0126
ORD-18199,2026-03-31,竹北高鐵店,新竹,蜂蜜柚子茶,非咖啡飲品,95,1,95,LINE Pay,M0115
ORD-10859,2026-01-10,板橋車站店,新北,蜂蜜柚子茶,非咖啡飲品,95,1,95,信用卡,M0217
ORD-19659,2026-04-16,高雄夢時代店,高雄市,肉桂捲,甜點,85,2,170,行動支付,
ORD-17933,2026-03-28,高雄夢時代店,高雄,巴斯克起司蛋糕,甜點,120,3,360,行動支付,
ORD-19084,2026-04-10,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,行動支付,
ORD-22266,2026-05-16,信義旗艦店,臺北,冷萃咖啡,咖啡,140,2,280,LINE Pay,M0231
ORD-17294,2026-03-22,信義旗艦店,臺北,拿鐵,咖啡,110,1,110,現金,
ORD-22236,2026-05-15,台中西屯店,台中,肉桂捲,甜點,85,1,85,現金,
ORD-18364,2026-04-02,竹北高鐵店,新竹,卡布奇諾,咖啡,110,1,110,現金,
ORD-16105,2026-03-08,高雄夢時代店,高雄市,抹茶拿鐵,非咖啡飲品,120,1,120,現金,M0330
ORD-23715,2026-05-31,高雄夢時代店,高雄,焦糖瑪奇朵,咖啡,130,1,130,信用卡,M0266
ORD-24727,2026-06-12,板橋車站店,新北,冷萃咖啡,咖啡,140,2,280,現金,
ORD-24123,2026-06-05,高雄夢時代店,高雄市,拿鐵,咖啡,110,2,220,LINE Pay,M0125
ORD-19440,2026-04-14,公館店,台北,拿鐵,咖啡,110,1,110,現金,
ORD-21185,2026-05-03,台中西屯店,台中,可頌,甜點,65,1,65,現金,M0440
ORD-11754,2026-01-20,公館店,台北,卡布奇諾,咖啡,110,1,110,現金,M0157
ORD-11565,2026-01-17,高雄夢時代店,高雄市,拿鐵,咖啡,110,1,110,行動支付,
ORD-14883,2026-02-23,公館店,台北,美式咖啡,咖啡,75,1,75,行動支付,
ORD-11957,2026-01-22,竹北高鐵店,新竹,美式咖啡,咖啡,75,1,75,LINE Pay,M0208
ORD-11021,2026-01-11,台中西屯店,台中,美式咖啡,咖啡,75,1,75,LINE Pay,
ORD-26190,2026-06-28,台中西屯店,台中,拿鐵,咖啡,110,1,110,信用卡,
ORD-16218,2026-03-10,公館店,台北,可頌,甜點,65,1,65,信用卡,M0292
ORD-13710,2026-02-10,板橋車站店,新北,蜂蜜柚子茶,非咖啡飲品,95,1,95,現金,
ORD-16902,2026-03-17,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,LINE Pay,M0379
ORD-17435,2026-03-23,竹北高鐵店,新竹,蜂蜜柚子茶,非咖啡飲品,95,1,95,信用卡,
ORD-12131,2026-01-24,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,LINE Pay,M0316
ORD-23377,2026-05-28,公館店,台北,美式咖啡,咖啡,75,2,150,信用卡,M0223
ORD-26003,2026-06-26,高雄夢時代店,高雄,拿鐵,咖啡,110,2,220,信用卡,M0254
ORD-13683,2026-02-10,信義旗艦店,台北,拿鐵,咖啡,110,2,220,現金,M0432
ORD-17287,2026-03-22,信義旗艦店,台北,蜂蜜柚子茶,非咖啡飲品,95,2,190,現金,M0197
ORD-15383,2026-03-01,信義旗艦店,台北,焦糖瑪奇朵,咖啡,130,1,130,行動支付,
ORD-23555,2026-05-30,公館店,臺北,拿鐵,咖啡,110,3,330,現金,
ORD-21836,2026-05-10,台中西屯店,台中,美式咖啡,咖啡,75,1,75,信用卡,
ORD-13839,2026-02-11,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,信用卡,
ORD-20856,2026-04-30,信義旗艦店,台北,美式咖啡,咖啡,75,1,75,行動支付,M0106
ORD-18320,2026-04-01,高雄夢時代店,高雄,肉桂捲,甜點,85,1,85,現金,M0148
ORD-22616,2026-05-19,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,信用卡,M0327
ORD-16383,2026-03-12,公館店,臺北,美式咖啡,咖啡,75,1,75,現金,
ORD-16645,2026-03-14,高雄夢時代店,高雄市,肉桂捲,甜點,85,1,85,現金,M0126
ORD-22026,2026-05-13,信義旗艦店,台北,拿鐵,咖啡,110,2,220,信用卡,M0103
ORD-25135,2026-06-16,高雄夢時代店,高雄,巴斯克起司蛋糕,甜點,120,1,120,現金,
ORD-12870,2026-02-01,信義旗艦店,台北,美式咖啡,咖啡,75,2,150,LINE Pay,M0337
ORD-20371,2026-04-24,高雄夢時代店,高雄,肉桂捲,甜點,85,1,85,LINE Pay,
ORD-25808,2026-06-24,台中西屯店,台中,美式咖啡,咖啡,75,2,150,信用卡,
ORD-25887,2026-06-25,竹北高鐵店,新竹,冷萃咖啡,咖啡,140,1,140,信用卡,
ORD-25846,2026-06-25,信義旗艦店,台北,肉桂捲,甜點,85,1,85,信用卡,M0049
ORD-20853,2026-04-30,信義旗艦店,臺北,巴斯克起司蛋糕,甜點,120,1,120,行動支付,M0364
ORD-22824,2026-05-22,信義旗艦店,臺北,拿鐵,咖啡,110,1,110,信用卡,M0171
ORD-13971,2026-02-13,竹北高鐵店,新竹,拿鐵,咖啡,110,2,220,現金,M0455
ORD-12462,2026-01-27,高雄夢時代店,高雄,卡布奇諾,咖啡,110,1,110,行動支付,
ORD-18075,2026-03-30,信義旗艦店,台北,巴斯克起司蛋糕,甜點,120,1,120,行動支付,M0291
ORD-11191,2026-01-13,台中西屯店,台中,可頌,甜點,65,3,195,信用卡,M0126
ORD-24143,2026-06-06,信義旗艦店,台北,焦糖瑪奇朵,咖啡,130,1,130,行動支付,
ORD-16168,2026-03-09,台中西屯店,台中,巴斯克起司蛋糕,甜點,120,1,120,信用卡,M0247
ORD-23718,2026-05-31,高雄夢時代店,高雄,可頌,甜點,65,2,130,信用卡,
ORD-15764,2026-03-05,信義旗艦店,台北,焦糖瑪奇朵,咖啡,130,1,130,行動支付,
ORD-25520,2026-06-21,公館店,臺北,美式咖啡,咖啡,75,1,75,LINE Pay,
ORD-16616,2026-03-14,台中西屯店,台中,冷萃咖啡,咖啡,140,1,140,LINE Pay,
ORD-25624,2026-06-22,公館店,台北,抹茶拿鐵,非咖啡飲品,120,2,240,行動支付,M0059
ORD-10245,2026-01-03,台中西屯店,台中,拿鐵,咖啡,110,1,110,信用卡,
ORD-14901,2026-02-23,竹北高鐵店,新竹,卡布奇諾,咖啡,110,1,110,LINE Pay,
ORD-16407,2026-03-12,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,行動支付,M0020
ORD-17417,2026-03-23,公館店,台北,焦糖瑪奇朵,咖啡,130,1,130,信用卡,M0301
ORD-11231,2026-01-14,信義旗艦店,台北,美式咖啡,咖啡,75,2,150,行動支付,M0314
ORD-21003,2026-05-01,高雄夢時代店,高雄,肉桂捲,甜點,85,2,170,行動支付,M0310
ORD-18685,2026-04-05,高雄夢時代店,高雄市,冷萃咖啡,咖啡,140,1,140,信用卡,
ORD-15495,2026-03-02,公館店,台北,卡布奇諾,咖啡,110,2,220,現金,
ORD-19969,2026-04-19,高雄夢時代店,高雄,冷萃咖啡,咖啡,140,2,280,行動支付,
ORD-21233,2026-05-04,信義旗艦店,台北,蜂蜜柚子茶,非咖啡飲品,95,1,95,信用卡,M0150
ORD-11391,2026-01-16,信義旗艦店,台北,拿鐵,咖啡,110,1,110,行動支付,
ORD-10591,2026-01-07,竹北高鐵店,新竹,肉桂捲,甜點,85,2,170,LINE Pay,
ORD-16497,2026-03-13,竹北高鐵店,新竹,巴斯克起司蛋糕,甜點,120,1,120,行動支付,
ORD-12189,2026-01-25,信義旗艦店,台北,可頌,甜點,65,1,65,信用卡,M0211
ORD-11726,2026-01-19,高雄夢時代店,高雄,巴斯克起司蛋糕,甜點,120,1,120,LINE Pay,
ORD-15603,2026-03-03,板橋車站店,新北,拿鐵,咖啡,110,1,110,信用卡,M0267
ORD-15512,2026-03-02,板橋車站店,新北,焦糖瑪奇朵,咖啡,130,1,130,信用卡,
ORD-22252,2026-05-15,高雄夢時代店,高雄,巴斯克起司蛋糕,甜點,120,1,120,信用卡,
ORD-19819,2026-04-18,台中西屯店,台中,卡布奇諾,咖啡,110,1,110,信用卡,M0431
ORD-22595,2026-05-19,竹北高鐵店,新竹,焦糖瑪奇朵,咖啡,130,1,130,LINE Pay,M0446
ORD-15109,2026-02-26,公館店,臺北,美式咖啡,咖啡,75,1,75,現金,M0232
ORD-10923,2026-01-10,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,信用卡,
ORD-23443,2026-05-29,信義旗艦店,台北,冷萃咖啡,咖啡,140,1,140,LINE Pay,
ORD-18404,2026-04-02,高雄夢時代店,高雄,焦糖瑪奇朵,咖啡,130,2,260,現金,M0095
ORD-20780,2026-04-29,公館店,台北,美式咖啡,咖啡,75,2,150,信用卡,
ORD-26102,2026-06-27,高雄夢時代店,高雄市,卡布奇諾,咖啡,110,1,110,現金,M0089
ORD-14971,2026-02-24,竹北高鐵店,新竹,焦糖瑪奇朵,咖啡,130,1,130,現金,M0424
ORD-16086,2026-03-08,台中西屯店,台中,拿鐵,咖啡,110,1,110,行動支付,
ORD-19438,2026-04-14,信義旗艦店,台北,冷萃咖啡,咖啡,140,2,280,信用卡,M0189
ORD-16436,2026-03-12,高雄夢時代店,高雄,卡布奇諾,咖啡,110,1,110,LINE Pay,M0100
ORD-16483,2026-03-13,竹北高鐵店,新竹,蜂蜜柚子茶,非咖啡飲品,95,1,95,LINE Pay,M0114
ORD-12442,2026-01-27,竹北高鐵店,新竹,抹茶拿鐵,非咖啡飲品,120,2,240,LINE Pay,
ORD-22424,2026-05-17,台中西屯店,台中,冷萃咖啡,咖啡,140,2,280,行動支付,
ORD-13041,2026-02-02,高雄夢時代店,高雄,冷萃咖啡,咖啡,140,1,140,LINE Pay,
ORD-23104,2026-05-24,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,行動支付,M0285
ORD-26066,2026-06-27,竹北高鐵店,新竹,美式咖啡,咖啡,75,1,75,LINE Pay,
ORD-13934,2026-02-13,信義旗艦店,台北,抹茶拿鐵,非咖啡飲品,120,2,240,信用卡,M0430
ORD-23307,2026-05-27,板橋車站店,新北,巴斯克起司蛋糕,甜點,120,1,120,行動支付,
ORD-12574,2026-01-29,公館店,台北,肉桂捲,甜點,85,3,255,行動支付,M0152
ORD-22480,2026-05-18,信義旗艦店,台北,美式咖啡,咖啡,75,2,150,LINE Pay,M0308
ORD-25656,2026-06-22,台中西屯店,台中,肉桂捲,甜點,85,1,85,行動支付,M0094
ORD-22923,2026-05-23,公館店,台北,肉桂捲,甜點,85,1,85,行動支付,M0231
ORD-22316,2026-05-16,竹北高鐵店,新竹,可頌,甜點,65,1,65,信用卡,M0301
ORD-17236,2026-03-21,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,LINE Pay,
ORD-24039,2026-06-04,高雄夢時代店,高雄,肉桂捲,甜點,85,1,85,行動支付,M0207
ORD-26272,2026-06-29,台中西屯店,台中,巴斯克起司蛋糕,甜點,120,2,240,行動支付,
ORD-20919,2026-04-30,高雄夢時代店,高雄,卡布奇諾,咖啡,110,1,110,行動支付,
ORD-14432,2026-02-18,公館店,台北,拿鐵,咖啡,110,1,110,行動支付,
ORD-13142,2026-02-04,信義旗艦店,台北,拿鐵,咖啡,110,2,220,LINE Pay,
ORD-12386,2026-01-26,高雄夢時代店,高雄,巴斯克起司蛋糕,甜點,120,2,240,信用卡,M0248
ORD-18634,2026-04-05,公館店,臺北,冷萃咖啡,咖啡,140,2,280,LINE Pay,
ORD-19295,2026-04-12,台中西屯店,台中,卡布奇諾,咖啡,110,1,110,行動支付,
ORD-26247,2026-06-29,公館店,台北,冷萃咖啡,咖啡,140,2,280,LINE Pay,M0073
ORD-12688,2026-01-30,台中西屯店,台中,冷萃咖啡,咖啡,140,1,140,信用卡,M0409
ORD-15330,2026-02-28,高雄夢時代店,高雄,抹茶拿鐵,非咖啡飲品,120,1,120,行動支付,M0026
ORD-10637,2026-01-08,信義旗艦店,台北,卡布奇諾,咖啡,110,1,110,行動支付,
ORD-16371,2026-03-12,信義旗艦店,台北,美式咖啡,咖啡,75,2,150,行動支付,
ORD-19973,2026-04-20,信義旗艦店,臺北,蜂蜜柚子茶,非咖啡飲品,95,1,95,信用卡,M0281
ORD-15706,2026-03-04,板橋車站店,新北,拿鐵,咖啡,110,1,110,信用卡,
ORD-10723,2026-01-08,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,LINE Pay,M0350
ORD-22804,2026-05-21,高雄夢時代店,高雄,蜂蜜柚子茶,非咖啡飲品,95,1,95,信用卡,M0055
ORD-14411,2026-02-17,高雄夢時代店,高雄,焦糖瑪奇朵,咖啡,130,3,390,現金,
ORD-26012,2026-06-26,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,行動支付,
ORD-23616,2026-05-30,高雄夢時代店,高雄,冷萃咖啡,咖啡,140,1,140,現金,M0334
ORD-14947,2026-02-24,信義旗艦店,台北,拿鐵,咖啡,110,2,220,行動支付,
ORD-15759,2026-03-05,信義旗艦店,臺北,拿鐵,咖啡,110,1,110,信用卡,
ORD-21218,2026-05-04,信義旗艦店,台北,拿鐵,咖啡,110,1,110,信用卡,
ORD-15398,2026-03-01,公館店,台北,美式咖啡,咖啡,75,1,75,信用卡,
ORD-19038,2026-04-10,信義旗艦店,台北,冷萃咖啡,咖啡,140,1,140,現金,M0231
ORD-20273,2026-04-23,台中西屯店,台中,卡布奇諾,咖啡,110,1,110,信用卡,
ORD-14620,2026-02-20,台中西屯店,台中,肉桂捲,甜點,85,2,170,現金,
ORD-10997,2026-01-11,竹北高鐵店,新竹,巴斯克起司蛋糕,甜點,120,1,120,信用卡,M0090
